#Sourcename     n2hp_max    n2hp_num   hnc_max   hnc_num    hcop_max   hcop_num   hcn_max   hcn_num
G358.980+00.083    14.4189    40    7.94226    21    10.2809    40    9.21759    39
G359.015-00.202    5.97228    3    5.87212    11    4.84294    0    5.30079    3
G359.210+00.178    6.89829    11    9.00728    46    15.0866    99    18.9455    100
G359.215-00.204    8.44359    19    7.75722    21    7.09724    34    6.87424    13
G359.283-00.082    13.2042    78    15.3835    82    27.5636    100    37.1708    99
G359.350+00.288    18.1381    65    16.8432    89    19.9383    93    13.8507    90
G359.368-00.012    16.4532    79    16.3874    82    31.7502    100    24.6655    100
G359.425-00.171    15.7944    58    28.6921    94    48.838    100    38.2459    100
G359.429+00.002    12.8331    46    19.8222    76    18.3845    76    27.5657    99
G359.445-00.054    23.9949    98    41.6745    100    49.6667    100    35.3661    100
G359.453-00.112    33.6782    99    32.7965    100    3.12328    0    16.3027    95
G359.469-00.035    12.4696    33    5.98182    7    6.35058    4    3.16545    0
G359.471+00.009    21.7847    65    25.5462    86    29.2335    100    33.9948    100
G359.487-00.216    5.4876    2    8.50325    53    23.0279    100    26.5255    100
G359.503+00.116    3.42324    0    9.53273    55    8.1901    13    21.7058    100
G359.562+00.113    2.14175    0    16.5235    54    10.5163    51    27.0047    91
G359.565-00.161    10.7989    45    23.9713    96    31.7041    100    34.6815    100
G359.701-00.060    15.3684    60    14.2239    97    22.8455    100    22.868    100
G359.704-00.261    8.36835    12    8.79622    20    8.95587    26    14.2776    57
G359.716-00.375    22.0574    46    23.0423    97    33.808    98    45.5247    100
G359.733+00.005    27.0234    68    31.2644    78    35.6477    91    30.7009    87
G359.742+00.027    9.9695    29    16.0134    48    21.2701    71    29.884    81
G359.788-00.137    12.062    87    20.5325    99    22.7502    100    19.1543    100
G359.852-00.333    5.94963    9    8.84135    37    13.3585    71    12.0252    83
G359.863+00.022    18.499    83    23.8022    89    23.1724    100    39.54    99
G359.868-00.085    74.1774    100    89.6281    100    51.8396    100    46.2543    100
G359.911-00.305    13.5764    26    7.38887    18    12.8253    78    10.9054    83
G359.929+00.192    12.3904    44    11.0702    62    8.52264    41    6.06339    9
G359.937-00.047    22.9821    81    26.7636    100    28.6258    100    34.4656    100
G359.971-00.458    20.7485    86    21.0185    89    34.3449    100    42.1358    100
G359.977-00.072    49.7793    100    44.8567    100    38.6217    100    42.022    100
G359.995+00.107    15.8341    100    21.3393    100    17.5552    100    22.4776    100
